1	10	\N	{"terms": "", "created_by_teacher": 3, "created_at": "2025-10-24T18:25:43.325881"}	f	\N	\N	3	2025-10-24 18:25:43.326956
2	12	\N	{"terms": "", "created_by_teacher": 3, "created_at": "2025-10-24T18:36:24.339809"}	f	\N	\N	3	2025-10-24 18:36:24.340284
\.


