1	f	2025-08-28 12:51:15.600216	2025-08-28 20:51:15.600216	480	Scheduled maintenance	29	System is under maintenance. Please check back at 1:30 PM EST.	t
2	f	2025-09-01 15:12:06.84445	2025-09-01 16:12:06.84445	60	Scheduled maintenance	29	System is under maintenance. Please check back later.	t
3	f	2025-09-02 14:14:16.733312	2025-09-02 14:44:16.733312	30	System updates	29	System is under maintenance. Please check back later.	t
\.


