1	The taxmen	We steal ur mone	student	\N	15	2025-08-06 16:35:57.641667	t
2	Students Only	A fun group for kids were they don't have to listen to teachers; just all play and games😌🥳	student	\N	16	2025-08-13 18:14:46.873821	t
3	Jayden hope		student	\N	6	2025-08-13 18:18:17.159884	t
4	Jayden hope		student	\N	6	2025-08-13 18:18:17.727112	t
\.


