138	14	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:39.992768	f	\N	\N	\N
139	21	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.000497	f	\N	\N	\N
140	5	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.01959	f	\N	\N	\N
141	25	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.0267	f	\N	\N	\N
142	18	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.033602	f	\N	\N	\N
143	11	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.041448	f	\N	\N	\N
144	19	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.048899	f	\N	\N	\N
145	23	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.056382	f	\N	\N	\N
146	1	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.063873	f	\N	\N	\N
147	7	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.070957	f	\N	\N	\N
148	4	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.123392	f	\N	\N	\N
150	24	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.13865	f	\N	\N	\N
151	2	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.146854	f	\N	\N	\N
152	12	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.154407	f	\N	\N	\N
153	13	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.161875	f	\N	\N	\N
154	22	15	{"score": 100.0, "comment": ""}	2025-09-29 04:36:40.169598	f	\N	\N	\N
155	6	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:07.967655	f	\N	\N	\N
156	16	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:07.977292	f	\N	\N	\N
157	17	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:07.985004	f	\N	\N	\N
158	15	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:07.99167	f	\N	\N	\N
159	14	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:07.998274	f	\N	\N	\N
160	21	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.005231	f	\N	\N	\N
161	5	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.011956	f	\N	\N	\N
162	25	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.018647	f	\N	\N	\N
163	18	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.025241	f	\N	\N	\N
164	11	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.031731	f	\N	\N	\N
165	19	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.038645	f	\N	\N	\N
166	23	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.045405	f	\N	\N	\N
167	1	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.052062	f	\N	\N	\N
168	7	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.058829	f	\N	\N	\N
169	4	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.065737	f	\N	\N	\N
171	24	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.125259	f	\N	\N	\N
172	2	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.133181	f	\N	\N	\N
173	12	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.14126	f	\N	\N	\N
174	13	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.148398	f	\N	\N	\N
175	22	16	{"score": 100.0, "comment": ""}	2025-09-29 04:39:08.155251	f	\N	\N	\N
176	6	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.491559	f	\N	\N	\N
177	16	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.500346	f	\N	\N	\N
178	17	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.507362	f	\N	\N	\N
179	21	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.51346	f	\N	\N	\N
180	25	18	{"score": 99.8, "comment": ""}	2025-09-29 05:24:36.519164	f	\N	\N	\N
181	18	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.524579	f	\N	\N	\N
182	19	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.530132	f	\N	\N	\N
183	23	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.535543	f	\N	\N	\N
184	24	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.541397	f	\N	\N	\N
185	22	18	{"score": 100.0, "comment": ""}	2025-09-29 05:24:36.547308	f	\N	\N	\N
186	15	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.962061	f	\N	\N	\N
187	14	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.966997	f	\N	\N	\N
188	5	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.972293	f	\N	\N	\N
189	11	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.977725	f	\N	\N	\N
190	1	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.983187	f	\N	\N	\N
191	7	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.988623	f	\N	\N	\N
192	4	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:57.99432	f	\N	\N	\N
193	2	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:58.021801	f	\N	\N	\N
194	12	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:58.030489	f	\N	\N	\N
195	13	17	{"score": 100.0, "comment": ""}	2025-09-29 05:24:58.037222	f	\N	\N	\N
196	6	19	{"score": 50.0, "comment": ""}	2025-10-14 05:16:53.949536	f	\N	\N	\N
197	16	19	{"score": 100.0, "comment": ""}	2025-10-14 05:16:53.958775	f	\N	\N	\N
198	17	19	{"score": 100.0, "comment": ""}	2025-10-14 05:16:53.965251	f	\N	\N	\N
199	15	19	{"score": 100.0, "comment": ""}	2025-10-14 05:16:53.971012	f	\N	\N	\N
200	14	19	{"score": 100.0, "comment": ""}	2025-10-14 05:16:53.976799	f	\N	\N	\N
201	21	19	{"score": 0.0, "comment": ""}	2025-10-14 05:16:53.982084	f	\N	\N	\N
202	5	19	{"score": 50.0, "comment": ""}	2025-10-14 05:16:53.987647	f	\N	\N	\N
203	25	19	{"score": 75.0, "comment": ""}	2025-10-14 05:16:54.016918	f	\N	\N	\N
204	18	19	{"score": 70.0, "comment": ""}	2025-10-14 05:16:54.023523	f	\N	\N	\N
205	11	19	{"score": 80.0, "comment": ""}	2025-10-14 05:16:54.030137	f	\N	\N	\N
206	19	19	{"score": 60.0, "comment": ""}	2025-10-14 05:16:54.036912	f	\N	\N	\N
207	23	19	{"score": 60.0, "comment": ""}	2025-10-14 05:16:54.043516	f	\N	\N	\N
208	1	19	{"score": 50.0, "comment": ""}	2025-10-14 05:16:54.050245	f	\N	\N	\N
209	7	19	{"score": 100.0, "comment": ""}	2025-10-14 05:16:54.056466	f	\N	\N	\N
210	4	19	{"score": 70.0, "comment": ""}	2025-10-14 05:16:54.062071	f	\N	\N	\N
211	24	19	{"score": 90.0, "comment": ""}	2025-10-14 05:16:54.067825	f	\N	\N	\N
212	2	19	{"score": 0.0, "comment": ""}	2025-10-14 05:16:54.120482	f	\N	\N	\N
213	12	19	{"score": 50.0, "comment": ""}	2025-10-14 05:16:54.126838	f	\N	\N	\N
214	13	19	{"score": 100.0, "comment": ""}	2025-10-14 05:16:54.137383	f	\N	\N	\N
215	22	19	{"score": 50.0, "comment": ""}	2025-10-14 05:16:54.144951	f	\N	\N	\N
216	6	20	{"score": 100.0, "comment": ""}	2025-10-14 05:25:48.730346	f	\N	\N	\N
217	16	20	{"score": 100.0, "comment": ""}	2025-10-14 05:25:48.736958	f	\N	\N	\N
218	17	20	{"score": 0.0, "comment": ""}	2025-10-14 05:25:48.74376	f	\N	\N	\N
219	21	20	{"score": 0.0, "comment": ""}	2025-10-14 05:25:48.75028	f	\N	\N	\N
220	25	20	{"score": 0.0, "comment": ""}	2025-10-14 05:25:48.756766	f	\N	\N	\N
221	18	20	{"score": 100.0, "comment": ""}	2025-10-14 05:25:48.763101	f	\N	\N	\N
222	19	20	{"score": 0.0, "comment": ""}	2025-10-14 05:25:48.769643	f	\N	\N	\N
223	23	20	{"score": 100.0, "comment": ""}	2025-10-14 05:25:48.776534	f	\N	\N	\N
224	24	20	{"score": 100.0, "comment": ""}	2025-10-14 05:25:48.782856	f	\N	\N	\N
225	22	20	{"score": 0.0, "comment": ""}	2025-10-14 05:25:48.823276	f	\N	\N	\N
226	15	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.563432	f	\N	\N	\N
227	14	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.569657	f	\N	\N	\N
228	5	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.576863	f	\N	\N	\N
230	1	21	{"score": 0.0, "comment": ""}	2025-10-14 05:27:56.589675	f	\N	\N	\N
232	4	21	{"score": 0.0, "comment": ""}	2025-10-14 05:27:56.601029	f	\N	\N	\N
233	2	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.606942	f	\N	\N	\N
238	5	22	{"score": 100.0, "comment": ""}	2025-10-14 05:32:32.202705	f	\N	\N	\N
241	7	22	{"score": 100.0, "comment": ""}	2025-10-14 05:32:32.221482	f	\N	\N	\N
243	2	22	{"score": 100.0, "comment": ""}	2025-10-14 05:32:32.23452	f	\N	\N	\N
254	24	23	{"score": 85.0, "comment": ""}	2025-10-14 20:18:40.321826	f	\N	\N	\N
253	23	23	{"score": 95.0, "comment": ""}	2025-10-14 20:18:40.292973	f	\N	\N	\N
265	22	24	{"score": 94.0, "comment": "Keep up the good work."}	2025-10-14 20:59:22.644591	t	21	2025-11-07 20:11:19.421498	Voided by teacher
261	18	24	{"score": 0.0, "comment": "Work was not submitted."}	2025-10-14 20:59:22.535858	f	\N	\N	\N
262	19	24	{"score": 0.0, "comment": "Work was not submitted."}	2025-10-14 20:59:22.623167	f	\N	\N	\N
246	6	23	{"score": 100.0, "comment": "Excellent!"}	2025-10-14 20:18:40.251558	f	\N	\N	\N
247	16	23	{"score": 95.0, "comment": "Good job!"}	2025-10-14 20:18:40.257544	f	\N	\N	\N
248	17	23	{"score": 95.0, "comment": "Good job!"}	2025-10-14 20:18:40.263589	f	\N	\N	\N
259	21	24	{"score": 0.0, "comment": "Student needs help with homework."}	2025-10-14 20:59:22.522781	t	21	2025-11-07 20:11:19.423165	Voided by teacher
275	22	26	{"score": 100.0, "comment": ""}	2025-10-14 21:42:20.030427	t	21	2025-11-07 20:16:09.598726	Voided by teacher
251	18	23	{"score": 55.0, "comment": "Student needs to study."}	2025-10-14 20:18:40.281383	f	\N	\N	\N
252	19	23	{"score": 0.0, "comment": "Student did not submit work."}	2025-10-14 20:18:40.287118	f	\N	\N	\N
263	23	24	{"score": 0.0, "comment": "Work was not submitted."}	2025-10-14 20:59:22.630734	f	\N	\N	\N
256	6	24	{"score": 50.0, "comment": "Student needs to study."}	2025-10-14 20:59:22.342106	f	\N	\N	\N
257	16	24	{"score": 100.0, "comment": "Great!"}	2025-10-14 20:59:22.348359	f	\N	\N	\N
258	17	24	{"score": 0.0, "comment": "Work was not submitted.\\r\\n"}	2025-10-14 20:59:22.426084	f	\N	\N	\N
269	21	26	{"score": 0.0, "comment": ""}	2025-10-14 21:42:19.953267	t	21	2025-11-07 20:16:09.600818	Voided by teacher
270	25	26	{"score": 0.0, "comment": ""}	2025-10-14 21:42:19.965857	t	21	2025-11-07 20:16:09.602572	Voided by teacher
264	24	24	{"score": 0.0, "comment": "Work was not submitted."}	2025-10-14 20:59:22.637757	f	\N	\N	\N
240	1	22	{"score": 70.0, "comment": ""}	2025-10-14 05:32:32.216012	f	\N	\N	\N
266	6	26	{"score": 0.0, "comment": ""}	2025-10-14 21:42:19.925467	f	\N	\N	\N
272	19	26	{"score": 0.0, "comment": ""}	2025-10-14 21:42:19.989273	f	\N	\N	\N
274	24	26	{"score": 0.0, "comment": ""}	2025-10-14 21:42:20.024262	f	\N	\N	\N
268	17	26	{"score": 95.0, "comment": ""}	2025-10-14 21:42:19.942879	f	\N	\N	\N
271	18	26	{"score": 89.0, "comment": ""}	2025-10-14 21:42:19.978792	f	\N	\N	\N
267	16	26	{"score": 100.0, "comment": ""}	2025-10-14 21:42:19.931611	f	\N	\N	\N
273	23	26	{"score": 95.0, "comment": ""}	2025-10-14 21:42:20.016418	f	\N	\N	\N
277	16	27	{"score": 83.0, "comment": "Good job!"}	2025-10-14 21:58:50.96536	f	\N	\N	\N
276	6	27	{"score": 100.0, "comment": "Keep up the good work."}	2025-10-14 21:58:50.959512	f	\N	\N	\N
255	22	23	{"score": 0.0, "comment": "Student needs to study words.\\r\\n"}	2025-10-14 20:18:40.32908	t	21	2025-11-07 20:10:08.763816	Voided by teacher
281	18	27	{"score": 0.0, "comment": "Student did not submit work.\\r\\n"}	2025-10-14 21:58:50.988472	f	\N	\N	\N
242	4	22	{"score": 100.0, "comment": ""}	2025-10-14 05:32:32.22814	f	\N	\N	\N
229	11	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.583489	f	\N	\N	\N
235	13	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.624341	f	\N	\N	\N
236	15	22	{"score": 75.0, "comment": ""}	2025-10-14 05:32:32.189862	f	\N	\N	\N
237	14	22	{"score": 73.0, "comment": ""}	2025-10-14 05:32:32.196034	f	\N	\N	\N
239	11	22	{"score": 81.0, "comment": ""}	2025-10-14 05:32:32.209313	f	\N	\N	\N
245	13	22	{"score": 70.0, "comment": ""}	2025-10-14 05:32:32.247335	f	\N	\N	\N
244	12	22	{"score": 70.0, "comment": ""}	2025-10-14 05:32:32.241005	f	\N	\N	\N
231	7	21	{"score": 0.0, "comment": ""}	2025-10-14 05:27:56.595556	t	28	2025-11-05 13:20:16.5936	Void Pass
315	13	31	{"score": 78.0, "comment": ""}	2025-10-17 15:43:26.430611	f	\N	\N	\N
278	17	27	{"score": 100.0, "comment": "Great!"}	2025-10-14 21:58:50.971257	f	\N	\N	\N
282	19	27	{"score": 83.0, "comment": "Good job!"}	2025-10-14 21:58:50.994375	f	\N	\N	\N
283	23	27	{"score": 0.0, "comment": "Student did not follow instructions."}	2025-10-14 21:58:51.019154	f	\N	\N	\N
284	24	27	{"score": 0.0, "comment": "Student did not submit work."}	2025-10-14 21:58:51.026407	f	\N	\N	\N
295	22	28	{"score": 0.0, "comment": "Student needs to study.\\r\\n"}	2025-10-14 22:11:06.974523	t	21	2025-11-07 20:17:19.652933	Voided by teacher
316	15	38	{"score": 73.0, "comment": ""}	2025-10-21 14:29:56.351287	f	\N	\N	\N
317	14	38	{"score": 80.0, "comment": ""}	2025-10-21 14:29:56.361661	f	\N	\N	\N
318	5	38	{"score": 53.0, "comment": ""}	2025-10-21 14:29:56.370447	f	\N	\N	\N
319	11	38	{"score": 60.0, "comment": ""}	2025-10-21 14:29:56.380097	f	\N	\N	\N
321	1	38	{"score": 40.0, "comment": ""}	2025-10-21 14:29:56.396246	f	\N	\N	\N
322	7	38	{"score": 87.0, "comment": ""}	2025-10-21 14:29:56.402738	f	\N	\N	\N
323	4	38	{"score": 27.0, "comment": ""}	2025-10-21 14:29:56.424922	f	\N	\N	\N
325	2	38	{"score": 47.0, "comment": ""}	2025-10-21 14:29:56.439251	f	\N	\N	\N
326	12	38	{"score": 47.0, "comment": ""}	2025-10-21 14:29:56.446033	f	\N	\N	\N
286	6	28	{"score": 90.0, "comment": "Very good!"}	2025-10-14 22:11:06.910856	f	\N	\N	\N
287	16	28	{"score": 100.0, "comment": "Excellent!"}	2025-10-14 22:11:06.91701	f	\N	\N	\N
288	17	28	{"score": 100.0, "comment": "Excellent!"}	2025-10-14 22:11:06.923388	f	\N	\N	\N
352	19	41	{"score": 0, "max_score": 0, "percentage": 0, "feedback": "Assignment voided by teacher", "is_voided": true, "voided_at": "2025-11-09T22:53:09.192486"}	2025-11-09 22:53:09.192541	t	28	2025-11-05 15:36:37.804462	Voided by administrator
320	19	38	{"score": 0, "max_score": 0, "percentage": 0, "feedback": "Assignment voided by teacher", "is_voided": true, "voided_at": "2025-11-09T22:53:24.810775"}	2025-11-09 22:53:24.810824	t	28	2025-11-05 15:37:36.018015	Voided by administrator
291	18	28	{"score": 50.0, "comment": "Student needs to study."}	2025-10-14 22:11:06.944799	f	\N	\N	\N
292	19	28	{"score": 90.0, "comment": "Great improvement from first grade."}	2025-10-14 22:11:06.952075	f	\N	\N	\N
293	23	28	{"score": 80.0, "comment": "Improvement from first grade."}	2025-10-14 22:11:06.961487	f	\N	\N	\N
294	24	28	{"score": 45.0, "comment": "Student needs to study."}	2025-10-14 22:11:06.968349	f	\N	\N	\N
338	15	40	{"score": 100.0, "comment": ""}	2025-10-22 12:52:47.088741	f	\N	\N	\N
327	13	38	{"score": 100.0, "comment": ""}	2025-10-21 14:29:56.453114	f	\N	\N	\N
328	15	32	{"score": 100.0, "comment": ""}	2025-10-22 12:37:14.79299	f	\N	\N	\N
329	14	32	{"score": 100.0, "comment": ""}	2025-10-22 12:37:14.802409	f	\N	\N	\N
330	5	32	{"score": 100.0, "comment": ""}	2025-10-22 12:37:14.809417	f	\N	\N	\N
331	11	32	{"score": 86.0, "comment": ""}	2025-10-22 12:37:14.816211	f	\N	\N	\N
332	1	32	{"score": 89.0, "comment": ""}	2025-10-22 12:37:14.823327	f	\N	\N	\N
333	7	32	{"score": 91.0, "comment": ""}	2025-10-22 12:37:14.831006	f	\N	\N	\N
296	6	29	{"score": 90.0, "comment": "Good job!"}	2025-10-14 22:36:24.326723	f	\N	\N	\N
297	16	29	{"score": 100.0, "comment": "Great!"}	2025-10-14 22:36:24.333083	f	\N	\N	\N
298	17	29	{"score": 95.0, "comment": "Good job!"}	2025-10-14 22:36:24.339217	f	\N	\N	\N
285	22	27	{"score": 0.0, "comment": "Student did not follow instructions.\\r\\n"}	2025-10-14 21:58:51.032354	t	21	2025-11-07 20:07:58.599543	Voided by teacher
279	21	27	{"score": 0.0, "comment": "Student did not submit work.\\r\\n"}	2025-10-14 21:58:50.977134	t	21	2025-11-07 20:07:58.601568	Voided by teacher
301	18	29	{"score": 0.0, "comment": "Student made a zero (0) on the test."}	2025-10-14 22:36:24.357937	f	\N	\N	\N
302	19	29	{"score": 75.0, "comment": "Student needs to study."}	2025-10-14 22:36:24.364128	f	\N	\N	\N
303	23	29	{"score": 70.0, "comment": "Student needs to study."}	2025-10-14 22:36:24.370432	f	\N	\N	\N
304	24	29	{"score": 85.0, "comment": "Great improvement. Keep up the good work!"}	2025-10-14 22:36:24.421144	f	\N	\N	\N
289	21	28	{"score": 0.0, "comment": "Student did not submit work."}	2025-10-14 22:11:06.930066	t	21	2025-11-07 20:17:19.65517	Voided by teacher
234	12	21	{"score": 100.0, "comment": ""}	2025-10-14 05:27:56.61764	f	\N	\N	\N
307	14	31	{"score": 81.0, "comment": ""}	2025-10-17 15:43:26.333581	f	\N	\N	\N
308	5	31	{"score": 97.0, "comment": ""}	2025-10-17 15:43:26.3409	f	\N	\N	\N
